Tanggal,Provinsi,Kasus Aktif
2020-03-21,Bali,2
2020-03-22,Bali,1
2020-03-23,Bali,4
2020-03-24,Bali,4
2020-03-25,Bali,7
2020-03-26,Bali,7
2020-03-27,Bali,7
2020-03-28,Bali,7
2020-03-29,Bali,8
2020-03-30,Bali,17
2020-03-31,Bali,17
2020-04-01,Bali,13
2020-04-02,Bali,13
2020-04-03,Bali,15
2020-04-04,Bali,20
2020-04-05,Bali,15
2020-04-06,Bali,23
2020-04-07,Bali,23
2020-04-08,Bali,29
2020-04-09,Bali,43
2020-04-10,Bali,54
2020-04-11,Bali,58
2020-04-12,Bali,60
2020-04-13,Bali,64
2020-04-14,Bali,69
2020-04-15,Bali,73
2020-04-16,Bali,79
2020-04-17,Bali,86
2020-04-18,Bali,92
2020-04-19,Bali,94
2020-04-20,Bali,95
2020-04-21,Bali,105
2020-04-22,Bali,101
2020-04-23,Bali,108
2020-04-24,Bali,118
2020-04-25,Bali,109
2020-04-26,Bali,107
2020-04-27,Bali,109
2020-04-28,Bali,123
2020-04-29,Bali,115
2020-04-30,Bali,105
2020-05-01,Bali,110
2020-05-02,Bali,104
2020-05-03,Bali,107
2020-05-04,Bali,108
2020-05-05,Bali,113
2020-05-06,Bali,107
2020-05-07,Bali,100
2020-05-08,Bali,101
2020-05-09,Bali,105
2020-05-10,Bali,103
2020-05-11,Bali,100
2020-05-12,Bali,109
2020-05-13,Bali,108
2020-05-14,Bali,110
2020-05-15,Bali,107
2020-05-16,Bali,99
2020-05-17,Bali,94
2020-05-18,Bali,98
2020-05-19,Bali,92
2020-05-20,Bali,91
2020-05-21,Bali,90
2020-05-22,Bali,92
2020-05-23,Bali,97
2020-05-24,Bali,97
2020-05-25,Bali,97
2020-05-26,Bali,108
2020-05-27,Bali,109
2020-05-28,Bali,102
2020-05-29,Bali,119
2020-05-30,Bali,123
2020-05-31,Bali,132
2020-06-01,Bali,143
2020-06-02,Bali,148
2020-06-03,Bali,136
2020-06-04,Bali,141
2020-06-05,Bali,150
2020-06-06,Bali,181
2020-06-07,Bali,204
2020-06-08,Bali,212
2020-06-09,Bali,194
2020-06-10,Bali,223
2020-06-11,Bali,230
2020-06-12,Bali,242
2020-06-13,Bali,255
2020-06-14,Bali,261
2020-06-15,Bali,252
2020-06-16,Bali,266
2020-06-17,Bali,281
2020-06-18,Bali,336
2020-06-19,Bali,404
2020-06-20,Bali,420
2020-06-21,Bali,438
2020-06-22,Bali,456
2020-06-23,Bali,468
2020-06-24,Bali,503
2020-06-25,Bali,546
2020-06-26,Bali,522
2020-06-27,Bali,607
2020-06-28,Bali,630
2020-06-29,Bali,648
2020-06-30,Bali,681
2020-07-01,Bali,652
2020-07-02,Bali,749
2020-07-03,Bali,777
2020-07-04,Bali,842
2020-07-05,Bali,862
2020-07-06,Bali,903
2020-07-07,Bali,881
2020-07-08,Bali,867
2020-07-09,Bali,827
2020-07-10,Bali,882
2020-07-11,Bali,768
2020-07-12,Bali,757
2020-07-13,Bali,722
2020-07-14,Bali,759
2020-07-15,Bali,779
2020-07-16,Bali,782
2020-07-17,Bali,777
2020-07-18,Bali,781
2020-07-19,Bali,713
2020-07-20,Bali,679
2020-07-21,Bali,700
2020-07-22,Bali,710
2020-07-23,Bali,696
2020-07-24,Bali,688
2020-07-25,Bali,658
2020-07-26,Bali,620
2020-07-27,Bali,601
2020-07-28,Bali,574
2020-07-29,Bali,551
2020-07-30,Bali,524
2020-07-31,Bali,483
2020-08-01,Bali,476
2020-08-02,Bali,469
2020-08-03,Bali,455
2020-08-04,Bali,445
2020-08-05,Bali,439
2020-08-06,Bali,428
2020-08-07,Bali,425
2020-08-08,Bali,431
2020-08-09,Bali,461
2020-08-10,Bali,460
2020-08-11,Bali,457
2020-08-12,Bali,455
2020-08-13,Bali,453
2020-08-14,Bali,447
2020-08-15,Bali,449
2020-08-16,Bali,437
2020-08-17,Bali,436
2020-08-18,Bali,459
2020-08-19,Bali,468
2020-08-20,Bali,490
2020-08-21,Bali,503
2020-08-22,Bali,513
2020-08-23,Bali,508
2020-08-24,Bali,517
2020-08-25,Bali,538
2020-08-26,Bali,555
2020-08-27,Bali,561
2020-08-28,Bali,581
2020-08-29,Bali,600
2020-08-30,Bali,658
2020-08-31,Bali,705
2020-09-01,Bali,763
2020-09-02,Bali,826
2020-09-03,Bali,879
2020-09-04,Bali,985
2020-09-05,Bali,1046
2020-09-06,Bali,1090
2020-09-07,Bali,1158
2020-09-08,Bali,1196
2020-09-09,Bali,1259
2020-09-10,Bali,1246
2020-09-11,Bali,1288
2020-09-12,Bali,1352
2020-09-13,Bali,1361
2020-09-14,Bali,1351
2020-09-15,Bali,1359
2020-09-16,Bali,1354
2020-09-17,Bali,1319
2020-09-18,Bali,1271
2020-09-19,Bali,1209
2020-09-20,Bali,1195
2020-09-21,Bali,1248
2020-09-22,Bali,1230
2020-09-23,Bali,1267
2020-09-24,Bali,1250
2020-09-25,Bali,1316
2020-09-26,Bali,1290
2020-09-27,Bali,1291
2020-09-28,Bali,1250
2020-09-29,Bali,1225
2020-09-30,Bali,1238
2020-10-01,Bali,1254
2020-10-02,Bali,1287
2020-10-03,Bali,1281
2020-10-04,Bali,1258
2020-10-05,Bali,1210
2020-10-06,Bali,1174
2020-10-07,Bali,1154
2020-10-08,Bali,1129
2020-10-09,Bali,1125
2020-10-10,Bali,1110
2020-10-11,Bali,1118
2020-10-12,Bali,1070
2020-10-13,Bali,997
2020-10-14,Bali,958
2020-10-15,Bali,900
2020-10-16,Bali,858
2020-10-17,Bali,849
2020-10-18,Bali,842
2020-10-19,Bali,848
2020-10-20,Bali,816
2020-10-21,Bali,806
2020-10-22,Bali,793
2020-10-23,Bali,787
2020-10-24,Bali,764
2020-10-25,Bali,790
2020-10-26,Bali,796
2020-10-27,Bali,781
2020-10-28,Bali,811
2020-10-29,Bali,812
2020-10-30,Bali,766
2020-10-31,Bali,853
2020-11-01,Bali,751
2020-11-02,Bali,689
2020-11-03,Bali,667
2020-11-04,Bali,662
2020-11-05,Bali,617
2020-11-06,Bali,607
2020-11-07,Bali,625
2020-11-08,Bali,621
2020-11-09,Bali,618
2020-11-10,Bali,660
2020-11-11,Bali,617
2020-11-12,Bali,655
2020-11-13,Bali,663
2020-11-14,Bali,698
2020-11-15,Bali,663
2020-11-16,Bali,660
2020-11-17,Bali,653
2020-11-18,Bali,636
2020-11-19,Bali,658
2020-11-20,Bali,663
2020-11-21,Bali,684
2020-11-22,Bali,725
2020-11-23,Bali,727
2020-11-24,Bali,732
2020-11-25,Bali,758
2020-11-26,Bali,814
2020-11-27,Bali,840
2020-11-28,Bali,835
2020-11-29,Bali,887
2020-11-30,Bali,859
2020-12-01,Bali,911
2020-12-02,Bali,1018
2020-12-03,Bali,1118
2020-12-04,Bali,1168
2020-12-05,Bali,1123
2020-12-06,Bali,1157
2020-12-07,Bali,944
2020-12-08,Bali,890
2020-12-09,Bali,927
2020-12-10,Bali,936
2020-12-11,Bali,926
2020-12-12,Bali,898
2020-12-13,Bali,904
2020-12-14,Bali,879
2020-12-15,Bali,875
2020-12-16,Bali,872
2020-12-17,Bali,901
2020-12-18,Bali,941
2020-12-19,Bali,951
2020-12-20,Bali,955
2020-12-21,Bali,971
2020-12-22,Bali,921
2020-12-23,Bali,946
2020-12-24,Bali,939
2020-12-25,Bali,941
2020-12-26,Bali,929
2020-12-27,Bali,894
2020-12-28,Bali,897
2020-12-29,Bali,926
2020-12-30,Bali,967
2020-12-31,Bali,1043
2021-01-01,Bali,1050
2021-01-02,Bali,1082
2021-01-03,Bali,1121
2021-01-04,Bali,1101
2021-01-05,Bali,1156
2021-01-06,Bali,1185
2021-01-07,Bali,1232
2021-01-08,Bali,1345
2021-01-09,Bali,1420
2021-01-10,Bali,1474
2021-01-11,Bali,1561
2021-01-12,Bali,1769
2021-01-13,Bali,1910
2021-01-14,Bali,1957
2021-01-15,Bali,2060
2021-01-16,Bali,2227
2021-01-17,Bali,2359
2021-01-18,Bali,2342
2021-01-19,Bali,2356
2021-01-20,Bali,2598
2021-01-21,Bali,2852
2021-01-22,Bali,2927
2021-01-23,Bali,2906
2021-01-24,Bali,2973
2021-01-25,Bali,2843
2021-01-26,Bali,3147
2021-01-27,Bali,3432
2021-01-28,Bali,3502
2021-01-29,Bali,3603
2021-01-30,Bali,3553
2021-01-31,Bali,3512
2021-02-01,Bali,3493
2021-02-02,Bali,3424
2021-02-03,Bali,3440
2021-02-04,Bali,3282
2021-02-05,Bali,3315
2021-02-06,Bali,3116
2021-02-07,Bali,3109
2021-02-08,Bali,2901
2021-02-09,Bali,3075
2021-02-10,Bali,3053
2021-02-11,Bali,2990
2021-02-12,Bali,2977
2021-02-13,Bali,2893
2021-02-14,Bali,2797
2021-02-15,Bali,2734
2021-02-16,Bali,2685
2021-02-17,Bali,2812
2021-02-18,Bali,2762
2021-02-19,Bali,2635
2021-02-20,Bali,2361
2021-02-21,Bali,2404
2021-02-22,Bali,2348
2021-02-23,Bali,2317
2021-02-24,Bali,2325
2021-02-25,Bali,2289
2021-02-26,Bali,2344
2021-02-27,Bali,2142
2021-02-28,Bali,2219
2021-03-01,Bali,2144
2021-03-02,Bali,2078
2021-03-03,Bali,2046
2021-03-04,Bali,2041
2021-03-05,Bali,1997
2021-03-06,Bali,1926
2021-03-07,Bali,1855
2021-03-08,Bali,1815
2021-03-09,Bali,1782
2021-03-10,Bali,1802
2021-03-11,Bali,1810
2021-03-12,Bali,1767
2021-03-13,Bali,1760
2021-03-14,Bali,1760
2021-03-15,Bali,1625
2021-03-16,Bali,1474
2021-03-17,Bali,1414
2021-03-18,Bali,1523
2021-03-19,Bali,1512
2021-03-20,Bali,1436
2021-03-21,Bali,1479
2021-03-22,Bali,1454
2021-03-23,Bali,1487
2021-03-24,Bali,1534
2021-03-25,Bali,1594
2021-03-26,Bali,1614
2021-03-27,Bali,1629
2021-03-28,Bali,1601
2021-03-29,Bali,1531
2021-03-30,Bali,1531
2021-03-31,Bali,1573
2021-04-01,Bali,1554
2021-04-02,Bali,1582
2021-04-03,Bali,1539
2021-04-04,Bali,1559
2021-04-05,Bali,1569
2021-04-06,Bali,1566
2021-04-07,Bali,1622
2021-04-08,Bali,1607
2021-04-09,Bali,1639
2021-04-10,Bali,1662
2021-04-11,Bali,1656
2021-04-12,Bali,1659
2021-04-13,Bali,1680
2021-04-14,Bali,1729
2021-04-15,Bali,1748
2021-04-16,Bali,1622
2021-04-17,Bali,1611
2021-04-18,Bali,1593
2021-04-19,Bali,1491
2021-04-20,Bali,1418
2021-04-21,Bali,1454
2021-04-22,Bali,1393
2021-04-23,Bali,1374
2021-04-24,Bali,1390
2021-04-25,Bali,1374
2021-04-26,Bali,1298
2021-04-27,Bali,1311
2021-04-28,Bali,1336
2021-04-29,Bali,1290
2021-04-30,Bali,1283
2021-05-01,Bali,1254
2021-05-02,Bali,1236
2021-05-03,Bali,1221
2021-05-04,Bali,1238
2021-05-05,Bali,1255
2021-05-06,Bali,1252
2021-05-07,Bali,1190
2021-05-08,Bali,1193
2021-05-09,Bali,1172
2021-05-10,Bali,1123
2021-05-11,Bali,1119
2021-05-12,Bali,1118
2021-05-13,Bali,1134
2021-05-14,Bali,1082
2021-05-15,Bali,1001
2021-05-16,Bali,993
2021-05-17,Bali,949
2021-05-18,Bali,921
2021-05-19,Bali,899
2021-05-20,Bali,876
2021-05-21,Bali,817
2021-05-22,Bali,777
2021-05-23,Bali,791
2021-05-24,Bali,786
2021-05-25,Bali,760
2021-05-26,Bali,773
2021-05-27,Bali,735
2021-05-28,Bali,717
2021-05-29,Bali,691
2021-05-30,Bali,671
2021-05-31,Bali,634
2021-06-01,Bali,611
2021-06-02,Bali,568
2021-06-03,Bali,543
2021-06-04,Bali,516
2021-06-05,Bali,500
2021-06-06,Bali,473
2021-06-07,Bali,464
2021-06-08,Bali,455
2021-06-09,Bali,437
2021-06-10,Bali,439
2021-06-11,Bali,423
2021-06-12,Bali,407
2021-06-13,Bali,406
2021-06-14,Bali,394
2021-06-15,Bali,417
2021-06-16,Bali,460
2021-06-17,Bali,485
2021-06-18,Bali,524
2021-06-19,Bali,637
2021-06-20,Bali,704
2021-06-21,Bali,734
2021-06-22,Bali,810
2021-06-23,Bali,919
2021-06-24,Bali,1028
2021-06-25,Bali,1157
2021-06-26,Bali,1310
2021-06-27,Bali,1408
2021-06-28,Bali,1464
2021-06-29,Bali,1599
2021-06-30,Bali,1707
2021-07-01,Bali,1892
2021-07-02,Bali,2050
2021-07-03,Bali,2140
2021-07-04,Bali,2360
2021-07-05,Bali,2553
2021-07-06,Bali,2703
2021-07-07,Bali,2990
2021-07-08,Bali,3293
2021-07-09,Bali,3641
2021-07-10,Bali,4015
2021-07-11,Bali,4269
2021-07-12,Bali,4596
2021-07-13,Bali,4939
2021-07-14,Bali,5394
2021-07-15,Bali,5803
2021-07-16,Bali,6191
2021-07-17,Bali,6658
2021-07-18,Bali,7117
2021-07-19,Bali,7312
2021-07-20,Bali,7636
2021-07-21,Bali,8066
2021-07-22,Bali,8631
2021-07-23,Bali,9320
2021-07-24,Bali,9656
2021-07-25,Bali,9922
2021-07-26,Bali,10172
2021-07-27,Bali,10624
2021-07-28,Bali,11077
2021-07-29,Bali,11561
2021-07-30,Bali,12078
2021-07-31,Bali,12416
2021-08-01,Bali,12690
2021-08-02,Bali,12917
2021-08-03,Bali,13344
2021-08-04,Bali,13594
2021-08-05,Bali,13803
2021-08-06,Bali,13475
2021-08-07,Bali,13202
2021-08-08,Bali,13082
2021-08-09,Bali,12937
2021-08-10,Bali,12736
2021-08-11,Bali,12831
2021-08-12,Bali,12592
2021-08-13,Bali,12327
2021-08-14,Bali,12444
2021-08-15,Bali,11426
2021-08-16,Bali,11303
2021-08-17,Bali,11206
2021-08-18,Bali,10720
2021-08-19,Bali,10665
2021-08-20,Bali,10387
2021-08-21,Bali,9982
2021-08-22,Bali,9458
2021-08-23,Bali,8814
2021-08-24,Bali,8736
2021-08-25,Bali,8599
2021-08-26,Bali,8163
2021-08-27,Bali,7991
2021-08-28,Bali,7607
2021-08-29,Bali,6933
2021-08-30,Bali,6322
2021-08-31,Bali,6425
2021-09-01,Bali,6371
2021-09-02,Bali,5991
2021-09-03,Bali,5738
2021-09-04,Bali,5258
2021-09-05,Bali,5034
2021-09-06,Bali,4871
2021-09-07,Bali,4790
2021-09-08,Bali,4770
2021-09-09,Bali,4606
2021-09-10,Bali,4437
2021-09-11,Bali,4319
2021-09-12,Bali,4121
2021-09-13,Bali,3876
2021-09-14,Bali,3401
2021-09-15,Bali,2765
2021-09-16,Bali,2345
2021-09-17,Bali,2285
2021-09-18,Bali,2211
2021-09-19,Bali,2140
2021-09-20,Bali,2001
2021-09-21,Bali,1902
2021-09-22,Bali,1782
2021-09-23,Bali,1672
2021-09-24,Bali,1629
2021-09-25,Bali,1576
2021-09-26,Bali,1514
2021-09-27,Bali,1438
2021-09-28,Bali,1259
2021-09-29,Bali,1160
2021-09-30,Bali,1012
2020-03-21,Banten,40
2020-03-22,Banten,43
2020-03-23,Banten,52
2020-03-24,Banten,60
2020-03-25,Banten,62
2020-03-26,Banten,62
2020-03-27,Banten,79
2020-03-28,Banten,98
2020-03-29,Banten,101
2020-03-30,Banten,123
2020-03-31,Banten,136
2020-04-01,Banten,131
2020-04-02,Banten,143
2020-04-03,Banten,149
2020-04-04,Banten,149
2020-04-05,Banten,153
2020-04-06,Banten,163
2020-04-07,Banten,169
2020-04-08,Banten,187
2020-04-09,Banten,191
2020-04-10,Banten,215
2020-04-11,Banten,251
2020-04-12,Banten,253
2020-04-13,Banten,256
2020-04-14,Banten,251
2020-04-15,Banten,249
2020-04-16,Banten,258
2020-04-17,Banten,268
2020-04-18,Banten,278
2020-04-19,Banten,281
2020-04-20,Banten,289
2020-04-21,Banten,289
2020-04-22,Banten,273
2020-04-23,Banten,273
2020-04-24,Banten,287
2020-04-25,Banten,298
2020-04-26,Banten,298
2020-04-27,Banten,309
2020-04-28,Banten,314
2020-04-29,Banten,314
2020-04-30,Banten,329
2020-05-01,Banten,343
2020-05-02,Banten,352
2020-05-03,Banten,357
2020-05-04,Banten,371
2020-05-05,Banten,300
2020-05-06,Banten,324
2020-05-07,Banten,317
2020-05-08,Banten,327
2020-05-09,Banten,345
2020-05-10,Banten,355
2020-05-11,Banten,339
2020-05-12,Banten,350
2020-05-13,Banten,366
2020-05-14,Banten,378
2020-05-15,Banten,404
2020-05-16,Banten,407
2020-05-17,Banten,430
2020-05-18,Banten,453
2020-05-19,Banten,474
2020-05-20,Banten,475
2020-05-21,Banten,517
2020-05-22,Banten,530
2020-05-23,Banten,530
2020-05-24,Banten,547
2020-05-25,Banten,547
2020-05-26,Banten,563
2020-05-27,Banten,570
2020-05-28,Banten,560
2020-05-29,Banten,559
2020-05-30,Banten,545
2020-05-31,Banten,548
2020-06-01,Banten,546
2020-06-02,Banten,541
2020-06-03,Banten,612
2020-06-04,Banten,617
2020-06-05,Banten,595
2020-06-06,Banten,589
2020-06-07,Banten,594
2020-06-08,Banten,604
2020-06-09,Banten,598
2020-06-10,Banten,622
2020-06-11,Banten,635
2020-06-12,Banten,664
2020-06-13,Banten,734
2020-06-14,Banten,721
2020-06-15,Banten,704
2020-06-16,Banten,713
2020-06-17,Banten,722
2020-06-18,Banten,713
2020-06-19,Banten,714
2020-06-20,Banten,699
2020-06-21,Banten,706
2020-06-22,Banten,712
2020-06-23,Banten,711
2020-06-24,Banten,721
2020-06-25,Banten,730
2020-06-26,Banten,732
2020-06-27,Banten,742
2020-06-28,Banten,731
2020-06-29,Banten,730
2020-06-30,Banten,735
2020-07-01,Banten,727
2020-07-02,Banten,513
2020-07-03,Banten,482
2020-07-04,Banten,486
2020-07-05,Banten,488
2020-07-06,Banten,496
2020-07-07,Banten,499
2020-07-08,Banten,506
2020-07-09,Banten,497
2020-07-10,Banten,482
2020-07-11,Banten,460
2020-07-12,Banten,422
2020-07-13,Banten,424
2020-07-14,Banten,421
2020-07-15,Banten,391
2020-07-16,Banten,392
2020-07-17,Banten,391
2020-07-18,Banten,386
2020-07-19,Banten,404
2020-07-20,Banten,399
2020-07-21,Banten,388
2020-07-22,Banten,384
2020-07-23,Banten,390
2020-07-24,Banten,397
2020-07-25,Banten,395
2020-07-26,Banten,397
2020-07-27,Banten,384
2020-07-28,Banten,387
2020-07-29,Banten,391
2020-07-30,Banten,403
2020-07-31,Banten,391
2020-08-01,Banten,402
2020-08-02,Banten,396
2020-08-03,Banten,389
2020-08-04,Banten,409
2020-08-05,Banten,427
2020-08-06,Banten,430
2020-08-07,Banten,445
2020-08-08,Banten,466
2020-08-09,Banten,489
2020-08-10,Banten,511
2020-08-11,Banten,521
2020-08-12,Banten,550
2020-08-13,Banten,538
2020-08-14,Banten,549
2020-08-15,Banten,562
2020-08-16,Banten,586
2020-08-17,Banten,584
2020-08-18,Banten,639
2020-08-19,Banten,655
2020-08-20,Banten,668
2020-08-21,Banten,670
2020-08-22,Banten,680
2020-08-23,Banten,692
2020-08-24,Banten,711
2020-08-25,Banten,727
2020-08-26,Banten,726
2020-08-27,Banten,764
2020-08-28,Banten,790
2020-08-29,Banten,742
2020-08-30,Banten,746
2020-08-31,Banten,752
2020-09-01,Banten,713
2020-09-02,Banten,758
2020-09-03,Banten,767
2020-09-04,Banten,762
2020-09-05,Banten,782
2020-09-06,Banten,839
2020-09-07,Banten,878
2020-09-08,Banten,911
2020-09-09,Banten,927
2020-09-10,Banten,938
2020-09-11,Banten,946
2020-09-12,Banten,927
2020-09-13,Banten,943
2020-09-14,Banten,975
2020-09-15,Banten,1008
2020-09-16,Banten,1097
2020-09-17,Banten,1171
2020-09-18,Banten,1285
2020-09-19,Banten,1390
2020-09-20,Banten,1532
2020-09-21,Banten,1591
2020-09-22,Banten,1582
2020-09-23,Banten,1751
2020-09-24,Banten,1797
2020-09-25,Banten,1670
2020-09-26,Banten,1758
2020-09-27,Banten,1645
2020-09-28,Banten,1645
2020-09-29,Banten,1645
2020-09-30,Banten,1508
2020-10-01,Banten,1468
2020-10-02,Banten,1434
2020-10-03,Banten,1467
2020-10-04,Banten,1563
2020-10-05,Banten,1627
2020-10-06,Banten,1625
2020-10-07,Banten,1582
2020-10-08,Banten,1605
2020-10-09,Banten,1660
2020-10-10,Banten,1739
2020-10-11,Banten,1756
2020-10-12,Banten,1757
2020-10-13,Banten,1773
2020-10-14,Banten,1750
2020-10-15,Banten,1609
2020-10-16,Banten,1626
2020-10-17,Banten,1632
2020-10-18,Banten,1600
2020-10-19,Banten,1659
2020-10-20,Banten,1614
2020-10-21,Banten,1636
2020-10-22,Banten,1777
2020-10-23,Banten,1843
2020-10-24,Banten,1858
2020-10-25,Banten,1962
2020-10-26,Banten,1818
2020-10-27,Banten,1841
2020-10-28,Banten,1916
2020-10-29,Banten,1927
2020-10-30,Banten,1850
2020-10-31,Banten,1799
2020-11-01,Banten,1781
2020-11-02,Banten,1801
2020-11-03,Banten,1807
2020-11-04,Banten,1787
2020-11-05,Banten,1764
2020-11-06,Banten,1758
2020-11-07,Banten,1788
2020-11-08,Banten,1770
2020-11-09,Banten,1842
2020-11-10,Banten,1897
2020-11-11,Banten,2020
2020-11-12,Banten,2115
2020-11-13,Banten,2225
2020-11-14,Banten,2380
2020-11-15,Banten,2539
2020-11-16,Banten,2538
2020-11-17,Banten,2525
2020-11-18,Banten,2579
2020-11-19,Banten,2738
2020-11-20,Banten,2838
2020-11-21,Banten,2997
2020-11-22,Banten,3111
2020-11-23,Banten,3267
2020-11-24,Banten,3398
2020-11-25,Banten,3440
2020-11-26,Banten,3509
2020-11-27,Banten,3580
2020-11-28,Banten,3652
2020-11-29,Banten,3703
2020-11-30,Banten,3815
2020-12-01,Banten,3913
2020-12-02,Banten,3948
2020-12-03,Banten,4034
2020-12-04,Banten,4143
2020-12-05,Banten,4213
2020-12-06,Banten,4289
2020-12-07,Banten,4381
2020-12-08,Banten,4458
2020-12-09,Banten,4538
2020-12-10,Banten,4670
2020-12-11,Banten,4798
2020-12-12,Banten,4957
2020-12-13,Banten,5048
2020-12-14,Banten,5155
2020-12-15,Banten,5295
2020-12-16,Banten,5399
2020-12-17,Banten,5498
2020-12-18,Banten,5599
2020-12-19,Banten,5768
2020-12-20,Banten,5934
2020-12-21,Banten,6093
2020-12-22,Banten,6310
2020-12-23,Banten,6473
2020-12-24,Banten,6447
2020-12-25,Banten,6571
2020-12-26,Banten,6785
2020-12-27,Banten,6891
2020-12-28,Banten,6987
2020-12-29,Banten,7002
2020-12-30,Banten,7161
2020-12-31,Banten,7348
2021-01-01,Banten,7618
2021-01-02,Banten,7781
2021-01-03,Banten,7888
2021-01-04,Banten,8019
2021-01-05,Banten,8137
2021-01-06,Banten,8169
2021-01-07,Banten,8442
2021-01-08,Banten,8660
2021-01-09,Banten,8910
2021-01-10,Banten,8911
2021-01-11,Banten,9013
2021-01-12,Banten,9119
2021-01-13,Banten,9290
2021-01-14,Banten,9494
2021-01-15,Banten,9672
2021-01-16,Banten,9912
2021-01-17,Banten,10169
2021-01-18,Banten,10240
2021-01-19,Banten,10383
2021-01-20,Banten,10581
2021-01-21,Banten,10769
2021-01-22,Banten,10964
2021-01-23,Banten,11204
2021-01-24,Banten,11448
2021-01-25,Banten,11429
2021-01-26,Banten,11609
2021-01-27,Banten,11073
2021-01-28,Banten,10665
2021-01-29,Banten,10065
2021-01-30,Banten,10305
2021-01-31,Banten,9879
2021-02-01,Banten,9841
2021-02-02,Banten,9664
2021-02-03,Banten,9499
2021-02-04,Banten,9191
2021-02-05,Banten,9230
2021-02-06,Banten,9110
2021-02-07,Banten,8655
2021-02-08,Banten,7736
2021-02-09,Banten,6811
2021-02-10,Banten,6587
2021-02-11,Banten,6553
2021-02-12,Banten,6687
2021-02-13,Banten,6766
2021-02-14,Banten,6827
2021-02-15,Banten,6926
2021-02-16,Banten,7179
2021-02-17,Banten,7470
2021-02-18,Banten,7281
2021-02-19,Banten,7010
2021-02-20,Banten,6757
2021-02-21,Banten,6641
2021-02-22,Banten,6531
2021-02-23,Banten,6622
2021-02-24,Banten,6658
2021-02-25,Banten,6829
2021-02-26,Banten,6795
2021-02-27,Banten,6787
2021-02-28,Banten,6813
2021-03-01,Banten,6783
2021-03-02,Banten,6699
2021-03-03,Banten,6744
2021-03-04,Banten,6739
2021-03-05,Banten,7134
2021-03-06,Banten,6415
2021-03-07,Banten,6415
2021-03-08,Banten,6664
2021-03-09,Banten,6519
2021-03-10,Banten,6606
2021-03-11,Banten,6570
2021-03-12,Banten,6962
2021-03-13,Banten,7049
2021-03-14,Banten,6970
2021-03-15,Banten,6750
2021-03-16,Banten,6628
2021-03-17,Banten,6685
2021-03-18,Banten,6365
2021-03-19,Banten,6141
2021-03-20,Banten,6119
2021-03-21,Banten,5818
2021-03-22,Banten,6039
2021-03-23,Banten,5734
2021-03-24,Banten,5938
2021-03-25,Banten,6015
2021-03-26,Banten,5684
2021-03-27,Banten,5877
2021-03-28,Banten,5930
2021-03-29,Banten,6145
2021-03-30,Banten,6340
2021-03-31,Banten,6290
2021-04-01,Banten,5165
2021-04-02,Banten,4495
2021-04-03,Banten,3837
2021-04-04,Banten,721
2021-04-05,Banten,894
2021-04-06,Banten,1029
2021-04-07,Banten,1164
2021-04-08,Banten,1247
2021-04-09,Banten,1325
2021-04-10,Banten,1397
2021-04-11,Banten,1436
2021-04-12,Banten,1710
2021-04-13,Banten,1842
2021-04-14,Banten,1875
2021-04-15,Banten,1910
2021-04-16,Banten,2005
2021-04-17,Banten,2021
2021-04-18,Banten,1822
2021-04-19,Banten,1860
2021-04-20,Banten,1929
2021-04-21,Banten,1907
2021-04-22,Banten,1915
2021-04-23,Banten,1988
2021-04-24,Banten,1924
2021-04-25,Banten,1866
2021-04-26,Banten,1915
2021-04-27,Banten,2009
2021-04-28,Banten,2015
2021-04-29,Banten,1931
2021-04-30,Banten,1961
2021-05-01,Banten,1986
2021-05-02,Banten,1971
2021-05-03,Banten,2053
2021-05-04,Banten,1998
2021-05-05,Banten,1875
2021-05-06,Banten,1902
2021-05-07,Banten,1920
2021-05-08,Banten,1965
2021-05-09,Banten,1852
2021-05-10,Banten,1869
2021-05-11,Banten,1905
2021-05-12,Banten,1937
2021-05-13,Banten,1970
2021-05-14,Banten,1994
2021-05-15,Banten,1917
2021-05-16,Banten,1939
2021-05-17,Banten,1670
2021-05-18,Banten,1697
2021-05-19,Banten,1685
2021-05-20,Banten,1427
2021-05-21,Banten,1403
2021-05-22,Banten,1365
2021-05-23,Banten,1347
2021-05-24,Banten,1344
2021-05-25,Banten,1422
2021-05-26,Banten,1443
2021-05-27,Banten,1552
2021-05-28,Banten,1541
2021-05-29,Banten,1538
2021-05-30,Banten,1524
2021-05-31,Banten,1396
2021-06-01,Banten,1484
2021-06-02,Banten,1498
2021-06-03,Banten,1508
2021-06-04,Banten,1624
2021-06-05,Banten,1678
2021-06-06,Banten,1693
2021-06-07,Banten,1751
2021-06-08,Banten,1803
2021-06-09,Banten,1880
2021-06-10,Banten,2014
2021-06-11,Banten,2064
2021-06-12,Banten,2191
2021-06-13,Banten,2335
2021-06-14,Banten,2534
2021-06-15,Banten,2620
2021-06-16,Banten,2736
2021-06-17,Banten,2867
2021-06-18,Banten,2949
2021-06-19,Banten,3115
2021-06-20,Banten,3188
2021-06-21,Banten,3428
2021-06-22,Banten,3652
2021-06-23,Banten,3698
2021-06-24,Banten,4096
2021-06-25,Banten,4374
2021-06-26,Banten,4617
2021-06-27,Banten,5007
2021-06-28,Banten,5300
2021-06-29,Banten,5610
2021-06-30,Banten,6005
2021-07-01,Banten,6284
2021-07-02,Banten,6561
2021-07-03,Banten,7248
2021-07-04,Banten,7827
2021-07-05,Banten,8340
