Tanggal,Provinsi,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
1/18/2021,Riau,0.545,0.239
1/19/2021,Riau,0.676,0.131
1/20/2021,Riau,1.019,0.343
1/21/2021,Riau,1.636,0.617
1/22/2021,Riau,2.236,0.6
1/23/2021,Riau,2.587,0.351
1/25/2021,Riau,3.1,0.513
1/26/2021,Riau,3.704,0.604
1/27/2021,Riau,4.325,0.621
1/28/2021,Riau,5.006,0.681
1/29/2021,Riau,6.282,1.276
1/30/2021,Riau,7.197,0.915
1/31/2021,Riau,7.312,0.115
2/1/2021,Riau,9.493,2.181
2/2/2021,Riau,12.046,2.553
2/3/2021,Riau,14.029,1.983
2/4/2021,Riau,16.148,2.119
2/5/2021,Riau,18.047,1.899
2/6/2021,Riau,19.532,1.485
2/7/2021,Riau,20.068,0.536
2/8/2021,Riau,21.321,1.253
2/9/2021,Riau,22.657,1.336
2/10/2021,Riau,23.91,1.253
2/11/2021,Riau,24.631,0.721
2/12/2021,Riau,24.751,0.12
2/13/2021,Riau,25.196,0.445
2/14/2021,Riau,25.268,0.072
2/15/2021,Riau,26.192,0.924
2/16/2021,Riau,26.993,0.801
2/17/2021,Riau,27.838,0.845
2/18/2021,Riau,28.607,0.769
2/19/2021,Riau,29.302,0.695
2/20/2021,Riau,29.818,0.516
2/21/2021,Riau,29.86,0.042
2/22/2021,Riau,30.384,0.524
2/23/2021,Riau,30.765,0.381
2/24/2021,Riau,31.053,0.288
2/25/2021,Riau,31.26,0.207
2/26/2021,Riau,31.454,0.194
2/27/2021,Riau,31.79,0.336
2/28/2021,Riau,31.796,0.006
3/1/2021,Riau,33.73,1.934
3/2/2021,Riau,35.311,1.581
3/3/2021,Riau,37.565,2.254
3/4/2021,Riau,40.656,3.091
3/5/2021,Riau,42.766,2.11
3/6/2021,Riau,44.188,1.422
3/7/2021,Riau,44.195,0.007
3/8/2021,Riau,47.325,3.13
3/9/2021,Riau,52.138,4.813
3/10/2021,Riau,56.432,4.294
3/11/2021,Riau,56.671,0.239
3/12/2021,Riau,59.847,3.176
3/13/2021,Riau,61.317,1.47
3/14/2021,Riau,61.331,0.014
3/15/2021,Riau,63.929,2.598
3/16/2021,Riau,66.899,2.97
3/17/2021,Riau,69.265,2.366
3/18/2021,Riau,72.084,2.819
3/19/2021,Riau,74.762,2.678
3/20/2021,Riau,78.384,3.622
3/21/2021,Riau,78.494,0.11
3/22/2021,Riau,82.862,4.368
3/23/2021,Riau,89.916,7.054
3/24/2021,Riau,97.863,7.947
3/25/2021,Riau,107.7,9.837
3/26/2021,Riau,113.744,6.044
3/27/2021,Riau,117.266,3.522
3/28/2021,Riau,117.365,0.099
3/29/2021,Riau,123.71,6.345
3/30/2021,Riau,128.998,5.288
3/31/2021,Riau,134.777,5.779
4/1/2021,Riau,140.419,5.642
4/2/2021,Riau,140.68,0.261
4/3/2021,Riau,143.037,2.357
4/4/2021,Riau,143.058,0.021
4/5/2021,Riau,148.333,5.275
4/6/2021,Riau,154.433,6.1
4/7/2021,Riau,161.822,7.389
4/8/2021,Riau,169.475,7.653
4/9/2021,Riau,177.437,7.962
4/10/2021,Riau,181.446,4.009
4/11/2021,Riau,183.013,1.567
4/12/2021,Riau,185.932,2.919
4/13/2021,Riau,186.71,0.778
4/14/2021,Riau,187.33,0.62
4/15/2021,Riau,188.227,0.897
4/16/2021,Riau,188.916,0.689
4/17/2021,Riau,189.972,1.056
4/18/2021,Riau,190.186,0.214
4/19/2021,Riau,191.078,0.892
4/20/2021,Riau,192.191,1.113
4/21/2021,Riau,193.829,1.638
4/22/2021,Riau,195.075,1.246
4/23/2021,Riau,195.91,0.835
4/24/2021,Riau,196.784,0.874
4/25/2021,Riau,196.798,0.014
4/26/2021,Riau,198.1,1.302
4/27/2021,Riau,199.385,1.285
4/28/2021,Riau,201.011,1.626
4/29/2021,Riau,202.622,1.611
4/30/2021,Riau,203.678,1.056
5/1/2021,Riau,204.254,0.576
5/2/2021,Riau,204.71,0.456
5/3/2021,Riau,207.091,2.381
5/4/2021,Riau,209.354,2.263
5/5/2021,Riau,211.884,2.53
5/6/2021,Riau,214.467,2.583
5/7/2021,Riau,215.898,1.431
5/8/2021,Riau,219.055,3.157
5/9/2021,Riau,219.42,0.365
5/10/2021,Riau,220.861,1.441
5/11/2021,Riau,221.873,1.012
5/12/2021,Riau,222.41,0.537
5/13/2021,Riau,222.41,0
5/14/2021,Riau,222.49,0.08
5/15/2021,Riau,222.637,0.147
5/16/2021,Riau,222.66,0.023
5/17/2021,Riau,223.879,1.219
5/18/2021,Riau,227.273,3.394
5/19/2021,Riau,236.78,9.507
5/20/2021,Riau,254.82,18.04
5/21/2021,Riau,264.268,9.448
5/22/2021,Riau,276.268,12
5/23/2021,Riau,281.188,4.92
5/24/2021,Riau,295.83,14.642
5/25/2021,Riau,311.121,15.291
5/26/2021,Riau,312.805,1.684
5/27/2021,Riau,328.673,15.868
5/28/2021,Riau,340.124,11.451
5/29/2021,Riau,351.298,11.174
5/30/2021,Riau,354.044,2.746
5/31/2021,Riau,364.182,10.138
6/1/2021,Riau,369.856,5.674
6/2/2021,Riau,382.552,12.696
6/3/2021,Riau,398.165,15.613
6/4/2021,Riau,412.084,13.919
6/5/2021,Riau,425.922,13.838
6/6/2021,Riau,433.656,7.734
6/7/2021,Riau,452.331,18.675
6/8/2021,Riau,471.706,19.375
6/9/2021,Riau,491.354,19.648
6/10/2021,Riau,512.714,21.36
6/11/2021,Riau,528.172,15.458
6/12/2021,Riau,543.136,14.964
6/13/2021,Riau,549.364,6.228
6/14/2021,Riau,565.229,15.865
6/15/2021,Riau,577.06,11.831
6/16/2021,Riau,586.316,9.256
6/17/2021,Riau,593.981,7.665
6/18/2021,Riau,598.801,4.82
6/19/2021,Riau,600.972,2.171
6/20/2021,Riau,601.687,0.715
6/21/2021,Riau,605.317,3.63
6/22/2021,Riau,608.304,2.987
6/23/2021,Riau,610.381,2.077
6/24/2021,Riau,612.383,2.002
6/25/2021,Riau,613.245,0.862
6/26/2021,Riau,656.724,43.479
6/27/2021,Riau,667.94,11.216
6/28/2021,Riau,685.905,17.965
6/29/2021,Riau,700.853,14.948
6/30/2021,Riau,713.357,12.504
7/1/2021,Riau,726.299,12.942
7/2/2021,Riau,735.102,8.803
7/3/2021,Riau,744.645,9.543
7/4/2021,Riau,747.492,2.847
7/5/2021,Riau,758.379,10.887
7/6/2021,Riau,767.01,8.631
7/7/2021,Riau,778.182,11.172
7/8/2021,Riau,791.504,13.322
7/9/2021,Riau,803.256,11.752
7/10/2021,Riau,811.013,7.757
7/11/2021,Riau,812.997,1.984
7/12/2021,Riau,819.828,6.831
7/13/2021,Riau,825.032,5.204
7/14/2021,Riau,832.073,7.041
7/15/2021,Riau,838.722,6.649
7/16/2021,Riau,844.607,5.885
7/17/2021,Riau,852.905,8.298
7/18/2021,Riau,855.237,2.332
7/19/2021,Riau,859.283,4.046
7/20/2021,Riau,859.429,0.146
7/21/2021,Riau,861.516,2.087
7/22/2021,Riau,865.077,3.561
7/23/2021,Riau,869.399,4.322
7/24/2021,Riau,875.4,6.001
7/25/2021,Riau,877.065,1.665
7/26/2021,Riau,881.23,4.165
7/27/2021,Riau,885.708,4.478
7/28/2021,Riau,890.783,5.075
7/29/2021,Riau,894.045,3.262
7/30/2021,Riau,898.827,4.782
7/31/2021,Riau,902.894,4.067
8/1/2021,Riau,906.182,3.288
8/2/2021,Riau,909.913,3.731
8/3/2021,Riau,913.609,3.696
8/4/2021,Riau,916.849,3.24
8/5/2021,Riau,922.08,5.231
8/6/2021,Riau,928.264,6.184
8/7/2021,Riau,937.876,9.612
8/8/2021,Riau,945.929,8.053
8/9/2021,Riau,952.263,6.334
8/10/2021,Riau,957.873,5.61
8/11/2021,Riau,960.06,2.187
8/12/2021,Riau,965.539,5.479
8/13/2021,Riau,970.443,4.904
8/14/2021,Riau,978.474,8.031
8/15/2021,Riau,980.338,1.864
8/16/2021,Riau,986.715,6.377
8/17/2021,Riau,987.448,0.733
8/18/2021,Riau,994.643,7.195
8/19/2021,Riau,1002.732,8.089
8/20/2021,Riau,1009.029,6.297
8/21/2021,Riau,1014.719,5.69
8/22/2021,Riau,1016.958,2.239
8/23/2021,Riau,1023.089,6.131
8/24/2021,Riau,1031.998,8.909
8/25/2021,Riau,1037.728,5.73
8/26/2021,Riau,1042.907,5.179
8/27/2021,Riau,1047.242,4.335
8/28/2021,Riau,1053.844,6.602
8/29/2021,Riau,1055.857,2.013
8/30/2021,Riau,1067.329,11.472
8/31/2021,Riau,1083.829,16.5
9/1/2021,Riau,1099.655,15.826
9/2/2021,Riau,1116.869,17.214
9/3/2021,Riau,1128.517,11.648
9/4/2021,Riau,1140.801,12.284
9/5/2021,Riau,1145.366,4.565
9/6/2021,Riau,1160.295,14.929
9/7/2021,Riau,1181.675,21.38
9/8/2021,Riau,1195.548,13.873
9/9/2021,Riau,1213.852,18.304
9/10/2021,Riau,1225.076,11.224
9/11/2021,Riau,1243.386,18.31
9/12/2021,Riau,1248.064,4.678
9/13/2021,Riau,1259.881,11.817
9/14/2021,Riau,1273.898,14.017
9/15/2021,Riau,1292.445,18.547
9/16/2021,Riau,1312.715,20.27
9/17/2021,Riau,1325.736,13.021
9/18/2021,Riau,1346.401,20.665
9/19/2021,Riau,1351.829,5.428
9/20/2021,Riau,1364.413,12.584
9/21/2021,Riau,1379.819,15.406
9/22/2021,Riau,1397.666,17.847
9/23/2021,Riau,1423.636,25.97
9/24/2021,Riau,1434.006,10.37
9/25/2021,Riau,1448.056,14.05
9/26/2021,Riau,1451.029,2.973
9/27/2021,Riau,1465.569,14.54
9/28/2021,Riau,1479.363,13.794
9/29/2021,Riau,1494.213,14.85
9/30/2021,Riau,1508.904,14.691
10/1/2021,Riau,1519.379,10.475
10/2/2021,Riau,1536.547,17.168
10/3/2021,Riau,1542.516,5.969
10/4/2021,Riau,1556.235,13.719
10/5/2021,Riau,1568.941,12.706
10/6/2021,Riau,1590.076,21.135
10/7/2021,Riau,1611.037,20.961
10/8/2021,Riau,1624.653,13.616
10/9/2021,Riau,1639.518,14.865
10/10/2021,Riau,1642.943,3.425
10/11/2021,Riau,1651.876,8.933
10/12/2021,Riau,1658.955,7.079
10/13/2021,Riau,1668.87,9.915
10/14/2021,Riau,1680.119,11.249
10/15/2021,Riau,1690.248,10.129
10/16/2021,Riau,1700.413,10.165
10/17/2021,Riau,1704.478,4.065
10/18/2021,Riau,1715.98,11.502
10/19/2021,Riau,1728.073,12.093
10/20/2021,Riau,1733.511,5.438
10/21/2021,Riau,1746.379,12.868
10/22/2021,Riau,1757.466,11.087
10/23/2021,Riau,1770.596,13.13
10/24/2021,Riau,1773.678,3.082
10/25/2021,Riau,1791.398,17.72
10/26/2021,Riau,1812.956,21.558
10/27/2021,Riau,1828.389,15.433
10/28/2021,Riau,1850.236,21.847
10/29/2021,Riau,1861.312,11.076
10/30/2021,Riau,1875.796,14.484
10/31/2021,Riau,1879.515,3.719
11/1/2021,Riau,1896.644,17.129
11/2/2021,Riau,1912.702,16.058
11/3/2021,Riau,1929.907,17.205
11/4/2021,Riau,1947.626,17.719
11/5/2021,Riau,1961.994,14.368
11/6/2021,Riau,1976.938,14.944
11/7/2021,Riau,1978.814,1.876
11/8/2021,Riau,1995.881,17.067
11/9/2021,Riau,2012.944,17.063
11/10/2021,Riau,2030.204,17.26
11/11/2021,Riau,2045.985,15.781
11/12/2021,Riau,2074.346,28.361
11/13/2021,Riau,2092.756,18.41
11/14/2021,Riau,2101.248,8.492
11/15/2021,Riau,2118.727,17.479
11/16/2021,Riau,2136.128,17.401
11/17/2021,Riau,2155.979,19.851
11/18/2021,Riau,2175.986,20.007
11/19/2021,Riau,2192.603,16.617
11/20/2021,Riau,2210.462,17.859
11/21/2021,Riau,2215.624,5.162
11/22/2021,Riau,2229.409,13.785
11/23/2021,Riau,2244.306,14.897
11/24/2021,Riau,2263.786,19.48
11/25/2021,Riau,2282.475,18.689
11/26/2021,Riau,2296.462,13.987
11/27/2021,Riau,2323.265,26.803
11/28/2021,Riau,2332.707,9.442
11/29/2021,Riau,2355.197,22.49
11/30/2021,Riau,2378.742,23.545
12/1/2021,Riau,2399.04,20.298
12/2/2021,Riau,2424.071,25.031
12/3/2021,Riau,2448.87,24.799
12/4/2021,Riau,2480.823,31.953
12/5/2021,Riau,2500.991,20.168
12/6/2021,Riau,2533.324,32.333
12/7/2021,Riau,2569.813,36.489
12/8/2021,Riau,2613.377,43.564
12/9/2021,Riau,2655.581,42.204
12/10/2021,Riau,2694.6,39.019
12/11/2021,Riau,2741.668,47.068
12/12/2021,Riau,2776.47,34.802
12/13/2021,Riau,2791.731,15.261
1/14/2021,Papua Barat,0.006,0.006
1/15/2021,Papua Barat,0.029,0.023
1/18/2021,Papua Barat,0.105,0.076
1/19/2021,Papua Barat,0.154,0.049
1/20/2021,Papua Barat,0.267,0.113
1/21/2021,Papua Barat,0.486,0.219
1/22/2021,Papua Barat,0.601,0.115
1/23/2021,Papua Barat,0.711,0.11
1/25/2021,Papua Barat,0.943,0.232
1/26/2021,Papua Barat,0.969,0.026
1/27/2021,Papua Barat,1.031,0.062
1/28/2021,Papua Barat,1.089,0.058
1/29/2021,Papua Barat,1.142,0.053
1/30/2021,Papua Barat,1.17,0.028
1/31/2021,Papua Barat,1.171,0.001
2/1/2021,Papua Barat,1.463,0.292
2/2/2021,Papua Barat,1.779,0.316
2/3/2021,Papua Barat,2.057,0.278
2/4/2021,Papua Barat,2.71,0.653
2/5/2021,Papua Barat,2.749,0.039
2/6/2021,Papua Barat,3.23,0.481
2/7/2021,Papua Barat,3.236,0.006
2/8/2021,Papua Barat,3.932,0.696
2/9/2021,Papua Barat,4.481,0.549
2/10/2021,Papua Barat,5.064,0.583
2/11/2021,Papua Barat,5.411,0.347
2/12/2021,Papua Barat,5.482,0.071
2/13/2021,Papua Barat,5.851,0.369
2/14/2021,Papua Barat,5.879,0.028
2/15/2021,Papua Barat,6.157,0.278
2/16/2021,Papua Barat,6.356,0.199
2/17/2021,Papua Barat,6.502,0.146
2/18/2021,Papua Barat,6.811,0.309
2/19/2021,Papua Barat,6.866,0.055
2/20/2021,Papua Barat,6.972,0.106
2/22/2021,Papua Barat,7.13,0.158
2/23/2021,Papua Barat,7.252,0.122
2/24/2021,Papua Barat,7.413,0.161
2/25/2021,Papua Barat,7.498,0.085
2/26/2021,Papua Barat,7.534,0.036
2/27/2021,Papua Barat,7.647,0.113
2/28/2021,Papua Barat,7.652,0.005
3/1/2021,Papua Barat,7.738,0.086
3/2/2021,Papua Barat,7.83,0.092
3/3/2021,Papua Barat,9.531,1.701
3/4/2021,Papua Barat,10.895,1.364
3/5/2021,Papua Barat,12.033,1.138
3/6/2021,Papua Barat,12.284,0.251
3/7/2021,Papua Barat,12.29,0.006
3/8/2021,Papua Barat,13.103,0.813
3/9/2021,Papua Barat,13.739,0.636
3/10/2021,Papua Barat,14.356,0.617
3/11/2021,Papua Barat,14.378,0.022
3/12/2021,Papua Barat,14.529,0.151
3/13/2021,Papua Barat,14.766,0.237
3/14/2021,Papua Barat,14.767,0.001
3/15/2021,Papua Barat,15.056,0.289
3/16/2021,Papua Barat,15.268,0.212
3/17/2021,Papua Barat,15.411,0.143
3/18/2021,Papua Barat,15.716,0.305
3/19/2021,Papua Barat,16.063,0.347
3/20/2021,Papua Barat,16.334,0.271
3/21/2021,Papua Barat,16.336,0.002
3/22/2021,Papua Barat,17.331,0.995
3/23/2021,Papua Barat,18.66,1.329
3/24/2021,Papua Barat,20.054,1.394
3/25/2021,Papua Barat,20.457,0.403
3/26/2021,Papua Barat,20.694,0.237
3/27/2021,Papua Barat,20.88,0.186
3/28/2021,Papua Barat,20.88,0
3/29/2021,Papua Barat,22.49,1.61
3/30/2021,Papua Barat,23.993,1.503
3/31/2021,Papua Barat,25.701,1.708
4/1/2021,Papua Barat,26.628,0.927
4/2/2021,Papua Barat,26.628,0
4/3/2021,Papua Barat,27.607,0.979
4/4/2021,Papua Barat,27.61,0.003
4/5/2021,Papua Barat,28.046,0.436
4/6/2021,Papua Barat,28.997,0.951
4/7/2021,Papua Barat,30.003,1.006
4/8/2021,Papua Barat,31.358,1.355
4/9/2021,Papua Barat,31.985,0.627
4/10/2021,Papua Barat,32.589,0.604
4/11/2021,Papua Barat,32.654,0.065
4/12/2021,Papua Barat,33.275,0.621
4/13/2021,Papua Barat,33.494,0.219
4/14/2021,Papua Barat,34.128,0.634
4/15/2021,Papua Barat,35.008,0.88
4/16/2021,Papua Barat,35.446,0.438
4/17/2021,Papua Barat,35.729,0.283
4/18/2021,Papua Barat,35.743,0.014
4/19/2021,Papua Barat,36.209,0.466
4/20/2021,Papua Barat,36.535,0.326
4/21/2021,Papua Barat,36.872,0.337
4/22/2021,Papua Barat,37.878,1.006
4/23/2021,Papua Barat,38.13,0.252
4/24/2021,Papua Barat,38.492,0.362
4/25/2021,Papua Barat,38.494,0.002
4/26/2021,Papua Barat,38.909,0.415
4/27/2021,Papua Barat,39.492,0.583
4/28/2021,Papua Barat,39.935,0.443
4/29/2021,Papua Barat,40.915,0.98
4/30/2021,Papua Barat,41.643,0.728
5/1/2021,Papua Barat,41.67,0.027
5/2/2021,Papua Barat,41.706,0.036
5/3/2021,Papua Barat,42.046,0.34
5/4/2021,Papua Barat,42.684,0.638
5/5/2021,Papua Barat,43.435,0.751
5/6/2021,Papua Barat,44.434,0.999
5/7/2021,Papua Barat,44.743,0.309
5/8/2021,Papua Barat,44.839,0.096
5/9/2021,Papua Barat,44.842,0.003
5/10/2021,Papua Barat,45.05,0.208
5/11/2021,Papua Barat,45.154,0.104
5/12/2021,Papua Barat,45.159,0.005
5/13/2021,Papua Barat,45.159,0
5/14/2021,Papua Barat,45.217,0.058
5/15/2021,Papua Barat,45.366,0.149
5/16/2021,Papua Barat,45.387,0.021
5/17/2021,Papua Barat,45.503,0.116
5/18/2021,Papua Barat,45.84,0.337
5/19/2021,Papua Barat,46.88,1.04
5/20/2021,Papua Barat,48.194,1.314
5/21/2021,Papua Barat,49.916,1.722
5/22/2021,Papua Barat,50.771,0.855
5/23/2021,Papua Barat,50.781,0.01
5/24/2021,Papua Barat,50.862,0.081
5/25/2021,Papua Barat,51.141,0.279
5/26/2021,Papua Barat,51.153,0.012
5/27/2021,Papua Barat,51.589,0.436
5/28/2021,Papua Barat,52.135,0.546
5/29/2021,Papua Barat,52.964,0.829
5/30/2021,Papua Barat,53.44,0.476
5/31/2021,Papua Barat,53.957,0.517
6/1/2021,Papua Barat,54.013,0.056
6/2/2021,Papua Barat,55.293,1.28
6/3/2021,Papua Barat,56.545,1.252
6/4/2021,Papua Barat,57.632,1.087
6/5/2021,Papua Barat,58.788,1.156
6/6/2021,Papua Barat,58.824,0.036
6/7/2021,Papua Barat,59.773,0.949
6/8/2021,Papua Barat,60.843,1.07
6/9/2021,Papua Barat,61.822,0.979
6/10/2021,Papua Barat,62.643,0.821
6/11/2021,Papua Barat,63.159,0.516
6/12/2021,Papua Barat,63.756,0.597
6/13/2021,Papua Barat,63.9,0.144
6/14/2021,Papua Barat,64.708,0.808
6/15/2021,Papua Barat,65.501,0.793
6/16/2021,Papua Barat,66.372,0.871
6/17/2021,Papua Barat,67.934,1.562
6/18/2021,Papua Barat,69.166,1.232
6/19/2021,Papua Barat,70.58,1.414
6/20/2021,Papua Barat,70.849,0.269
6/21/2021,Papua Barat,71.859,1.01
6/22/2021,Papua Barat,73.031,1.172
6/23/2021,Papua Barat,74.432,1.401
6/24/2021,Papua Barat,75.109,0.677
6/25/2021,Papua Barat,76.575,1.466
6/26/2021,Papua Barat,83.645,7.07
6/27/2021,Papua Barat,84.593,0.948
6/28/2021,Papua Barat,86.978,2.385
6/29/2021,Papua Barat,88.655,1.677
6/30/2021,Papua Barat,90.787,2.132
7/1/2021,Papua Barat,92.531,1.744
7/2/2021,Papua Barat,94.199,1.668
7/3/2021,Papua Barat,96.706,2.507
7/4/2021,Papua Barat,97.669,0.963
7/5/2021,Papua Barat,100.772,3.103
7/6/2021,Papua Barat,105.319,4.547
7/7/2021,Papua Barat,109.078,3.759
7/8/2021,Papua Barat,112.68,3.602
7/9/2021,Papua Barat,114.773,2.093
7/10/2021,Papua Barat,117.314,2.541
7/11/2021,Papua Barat,117.819,0.505
7/12/2021,Papua Barat,121.104,3.285
7/13/2021,Papua Barat,124.617,3.513
7/14/2021,Papua Barat,128.359,3.742
7/15/2021,Papua Barat,132.882,4.523
7/16/2021,Papua Barat,135.704,2.822
7/17/2021,Papua Barat,138.59,2.886
7/18/2021,Papua Barat,140.075,1.485
7/19/2021,Papua Barat,142.55,2.475
7/20/2021,Papua Barat,143.107,0.557
7/21/2021,Papua Barat,145.445,2.338
7/22/2021,Papua Barat,149.779,4.334
7/23/2021,Papua Barat,151.683,1.904
7/24/2021,Papua Barat,153.482,1.799
7/25/2021,Papua Barat,154.448,0.966
7/26/2021,Papua Barat,156.156,1.708
7/27/2021,Papua Barat,158.165,2.009
7/28/2021,Papua Barat,159.367,1.202
7/29/2021,Papua Barat,161.272,1.905
7/30/2021,Papua Barat,163.412,2.14
7/31/2021,Papua Barat,166.564,3.152
8/1/2021,Papua Barat,168.181,1.617
8/2/2021,Papua Barat,169.203,1.022
8/3/2021,Papua Barat,170.055,0.852
8/4/2021,Papua Barat,171,0.945
8/5/2021,Papua Barat,173.928,2.928
8/6/2021,Papua Barat,175.06,1.132
8/7/2021,Papua Barat,175.618,0.558
8/8/2021,Papua Barat,175.845,0.227
8/9/2021,Papua Barat,177.212,1.367
8/10/2021,Papua Barat,177.918,0.706
8/11/2021,Papua Barat,178.069,0.151
8/12/2021,Papua Barat,180.57,2.501
8/13/2021,Papua Barat,181.435,0.865
8/14/2021,Papua Barat,182.834,1.399
8/15/2021,Papua Barat,182.893,0.059
8/16/2021,Papua Barat,185.139,2.246
8/17/2021,Papua Barat,185.2,0.061
8/18/2021,Papua Barat,187.003,1.803
8/19/2021,Papua Barat,188.691,1.688
8/20/2021,Papua Barat,189.889,1.198
8/21/2021,Papua Barat,192.156,2.267
8/22/2021,Papua Barat,192.448,0.292
8/23/2021,Papua Barat,194.167,1.719
8/24/2021,Papua Barat,196.017,1.85
8/25/2021,Papua Barat,197.431,1.414
8/26/2021,Papua Barat,199.558,2.127
8/27/2021,Papua Barat,200.915,1.357
8/28/2021,Papua Barat,203.238,2.323
8/29/2021,Papua Barat,203.594,0.356
8/30/2021,Papua Barat,205.292,1.698
8/31/2021,Papua Barat,207.575,2.283
9/1/2021,Papua Barat,208.97,1.395
9/2/2021,Papua Barat,210.249,1.279
9/3/2021,Papua Barat,211.902,1.653
9/4/2021,Papua Barat,213.776,1.874
9/5/2021,Papua Barat,213.822,0.046
9/6/2021,Papua Barat,215.286,1.464
9/7/2021,Papua Barat,218.496,3.21
9/8/2021,Papua Barat,220.648,2.152
9/9/2021,Papua Barat,222.467,1.819
9/10/2021,Papua Barat,223.5,1.033
9/11/2021,Papua Barat,225.46,1.96
9/12/2021,Papua Barat,225.638,0.178
9/13/2021,Papua Barat,227.23,1.592
9/14/2021,Papua Barat,228.301,1.071
9/15/2021,Papua Barat,229.992,1.691
9/16/2021,Papua Barat,231.18,1.188
9/17/2021,Papua Barat,232.435,1.255
9/18/2021,Papua Barat,234.48,2.045
9/19/2021,Papua Barat,234.496,0.016
9/20/2021,Papua Barat,235.467,0.971
9/21/2021,Papua Barat,236.544,1.077
9/22/2021,Papua Barat,238.613,2.069
9/23/2021,Papua Barat,240.278,1.665
9/24/2021,Papua Barat,240.831,0.553
9/25/2021,Papua Barat,242.373,1.542
9/26/2021,Papua Barat,242.424,0.051
9/27/2021,Papua Barat,244.298,1.874
9/28/2021,Papua Barat,246.077,1.779
9/29/2021,Papua Barat,247.256,1.179
9/30/2021,Papua Barat,248.553,1.297
10/1/2021,Papua Barat,248.992,0.439
10/2/2021,Papua Barat,250.273,1.281
10/3/2021,Papua Barat,250.433,0.16
10/4/2021,Papua Barat,252.86,2.427
10/5/2021,Papua Barat,253.938,1.078
10/6/2021,Papua Barat,255.001,1.063
10/7/2021,Papua Barat,256.636,1.635
10/8/2021,Papua Barat,257.545,0.909
10/9/2021,Papua Barat,258.9,1.355
10/10/2021,Papua Barat,259.019,0.119
10/11/2021,Papua Barat,259.981,0.962
10/12/2021,Papua Barat,260.921,0.94
10/13/2021,Papua Barat,262.206,1.285
10/14/2021,Papua Barat,263.764,1.558
10/15/2021,Papua Barat,264.413,0.649
10/16/2021,Papua Barat,266.111,1.698
10/17/2021,Papua Barat,266.155,0.044
10/18/2021,Papua Barat,266.957,0.802
10/19/2021,Papua Barat,268.075,1.118
10/20/2021,Papua Barat,269.188,1.113
10/21/2021,Papua Barat,270.406,1.218
10/22/2021,Papua Barat,271.122,0.716
10/23/2021,Papua Barat,273.122,2
10/24/2021,Papua Barat,273.143,0.021
10/25/2021,Papua Barat,274.107,0.964
10/26/2021,Papua Barat,274.575,0.468
10/27/2021,Papua Barat,275.612,1.037
10/28/2021,Papua Barat,276.988,1.376
10/29/2021,Papua Barat,278.129,1.141
10/30/2021,Papua Barat,279.307,1.178
10/31/2021,Papua Barat,279.586,0.279
11/1/2021,Papua Barat,280.49,0.904
11/2/2021,Papua Barat,281.628,1.138
11/3/2021,Papua Barat,282.782,1.154
11/4/2021,Papua Barat,284.152,1.37
11/5/2021,Papua Barat,284.949,0.797
11/6/2021,Papua Barat,287.425,2.476
11/7/2021,Papua Barat,288.196,0.771
11/8/2021,Papua Barat,289.719,1.523
11/9/2021,Papua Barat,292.25,2.531
11/10/2021,Papua Barat,294.891,2.641
11/11/2021,Papua Barat,297.154,2.263
11/12/2021,Papua Barat,300.146,2.992
11/13/2021,Papua Barat,302.898,2.752
11/14/2021,Papua Barat,304.03,1.132
11/15/2021,Papua Barat,306.716,2.686
11/16/2021,Papua Barat,309.748,3.032
11/17/2021,Papua Barat,312.583,2.835
11/18/2021,Papua Barat,315.514,2.931
11/19/2021,Papua Barat,318.163,2.649
11/20/2021,Papua Barat,322.578,4.415
11/21/2021,Papua Barat,323.582,1.004
11/22/2021,Papua Barat,326.711,3.129
11/23/2021,Papua Barat,330.278,3.567
11/24/2021,Papua Barat,334.057,3.779
11/25/2021,Papua Barat,338.16,4.103
11/26/2021,Papua Barat,341.485,3.325
11/27/2021,Papua Barat,346.846,5.361
11/28/2021,Papua Barat,349.732,2.886
11/29/2021,Papua Barat,355.201,5.469
11/30/2021,Papua Barat,360.503,5.302
12/1/2021,Papua Barat,363.376,2.873
12/2/2021,Papua Barat,366.075,2.699
12/3/2021,Papua Barat,368.33,2.255
12/4/2021,Papua Barat,370.768,2.438
12/5/2021,Papua Barat,371.082,0.314
12/6/2021,Papua Barat,373.397,2.315
12/7/2021,Papua Barat,375.641,2.244
12/8/2021,Papua Barat,377.473,1.832
12/9/2021,Papua Barat,379.391,1.918
12/10/2021,Papua Barat,381.218,1.827
12/11/2021,Papua Barat,384.073,2.855
12/12/2021,Papua Barat,384.642,0.569
12/13/2021,Papua Barat,386.61,1.968
1/7/2021,Papua,0.003,0.003
1/9/2021,Papua,0.003,0
1/11/2021,Papua,0.01,0.007
1/13/2021,Papua,0.016,0.006
1/14/2021,Papua,0.021,0.005
1/15/2021,Papua,0.034,0.013
1/16/2021,Papua,0.048,0.014
1/18/2021,Papua,0.14,0.092
1/19/2021,Papua,0.222,0.082
1/20/2021,Papua,0.305,0.083
1/21/2021,Papua,0.447,0.142
1/22/2021,Papua,0.607,0.16
1/23/2021,Papua,0.738,0.131
1/24/2021,Papua,0.782,0.044
1/25/2021,Papua,0.924,0.142
1/26/2021,Papua,1.093,0.169
1/27/2021,Papua,1.308,0.215
1/28/2021,Papua,1.598,0.29
