Tanggal,Provinsi,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
4/9/2021,Kalimantan Timur,156.306,5.801
4/10/2021,Kalimantan Timur,166.444,10.138
4/11/2021,Kalimantan Timur,170.433,3.989
4/12/2021,Kalimantan Timur,180.147,9.714
4/13/2021,Kalimantan Timur,181.707,1.56
4/14/2021,Kalimantan Timur,183.502,1.795
4/15/2021,Kalimantan Timur,186.64,3.138
4/16/2021,Kalimantan Timur,187.753,1.113
4/17/2021,Kalimantan Timur,189.566,1.813
4/18/2021,Kalimantan Timur,189.756,0.19
4/19/2021,Kalimantan Timur,191.509,1.753
4/20/2021,Kalimantan Timur,193.36,1.851
4/21/2021,Kalimantan Timur,195.285,1.925
4/22/2021,Kalimantan Timur,197.258,1.973
4/23/2021,Kalimantan Timur,197.994,0.736
4/24/2021,Kalimantan Timur,199.29,1.296
4/25/2021,Kalimantan Timur,199.352,0.062
4/26/2021,Kalimantan Timur,200.255,0.903
4/27/2021,Kalimantan Timur,201.817,1.562
4/28/2021,Kalimantan Timur,203.908,2.091
4/29/2021,Kalimantan Timur,204.873,0.965
4/30/2021,Kalimantan Timur,205.451,0.578
5/1/2021,Kalimantan Timur,205.578,0.127
5/2/2021,Kalimantan Timur,206.062,0.484
5/3/2021,Kalimantan Timur,206.745,0.683
5/4/2021,Kalimantan Timur,209.053,2.308
5/5/2021,Kalimantan Timur,211.139,2.086
5/6/2021,Kalimantan Timur,212.953,1.814
5/7/2021,Kalimantan Timur,214.039,1.086
5/8/2021,Kalimantan Timur,216.297,2.258
5/9/2021,Kalimantan Timur,216.449,0.152
5/10/2021,Kalimantan Timur,217.197,0.748
5/11/2021,Kalimantan Timur,217.916,0.719
5/12/2021,Kalimantan Timur,217.946,0.03
5/13/2021,Kalimantan Timur,217.946,0
5/14/2021,Kalimantan Timur,217.951,0.005
5/15/2021,Kalimantan Timur,218.581,0.63
5/16/2021,Kalimantan Timur,218.592,0.011
5/17/2021,Kalimantan Timur,219.145,0.553
5/18/2021,Kalimantan Timur,222.189,3.044
5/19/2021,Kalimantan Timur,224.022,1.833
5/20/2021,Kalimantan Timur,225.522,1.5
5/21/2021,Kalimantan Timur,226.152,0.63
5/22/2021,Kalimantan Timur,227.803,1.651
5/23/2021,Kalimantan Timur,227.829,0.026
5/24/2021,Kalimantan Timur,230.514,2.685
5/25/2021,Kalimantan Timur,234.001,3.487
5/26/2021,Kalimantan Timur,234.045,0.044
5/27/2021,Kalimantan Timur,237.08,3.035
5/28/2021,Kalimantan Timur,238.212,1.132
5/29/2021,Kalimantan Timur,240.863,2.651
5/30/2021,Kalimantan Timur,240.946,0.083
5/31/2021,Kalimantan Timur,243.437,2.491
6/1/2021,Kalimantan Timur,243.482,0.045
6/2/2021,Kalimantan Timur,246.752,3.27
6/3/2021,Kalimantan Timur,251.008,4.256
6/4/2021,Kalimantan Timur,252.571,1.563
6/5/2021,Kalimantan Timur,256.26,3.689
6/6/2021,Kalimantan Timur,257.151,0.891
6/7/2021,Kalimantan Timur,262.179,5.028
6/8/2021,Kalimantan Timur,267.504,5.325
6/9/2021,Kalimantan Timur,275.743,8.239
6/10/2021,Kalimantan Timur,280.331,4.588
6/11/2021,Kalimantan Timur,282.771,2.44
6/12/2021,Kalimantan Timur,286.003,3.232
6/13/2021,Kalimantan Timur,286.082,0.079
6/14/2021,Kalimantan Timur,289.037,2.955
6/15/2021,Kalimantan Timur,294.338,5.301
6/16/2021,Kalimantan Timur,298.885,4.547
6/17/2021,Kalimantan Timur,304.628,5.743
6/18/2021,Kalimantan Timur,306.136,1.508
6/19/2021,Kalimantan Timur,309.954,3.818
6/20/2021,Kalimantan Timur,310.106,0.152
6/21/2021,Kalimantan Timur,313.594,3.488
6/22/2021,Kalimantan Timur,319.033,5.439
6/23/2021,Kalimantan Timur,323.026,3.993
6/24/2021,Kalimantan Timur,327.528,4.502
6/25/2021,Kalimantan Timur,330.124,2.596
6/26/2021,Kalimantan Timur,358.085,27.961
6/27/2021,Kalimantan Timur,363.057,4.972
6/28/2021,Kalimantan Timur,373.652,10.595
6/29/2021,Kalimantan Timur,388.19,14.538
6/30/2021,Kalimantan Timur,402.823,14.633
7/1/2021,Kalimantan Timur,416.293,13.47
7/2/2021,Kalimantan Timur,423.13,6.837
7/3/2021,Kalimantan Timur,435.696,12.566
7/4/2021,Kalimantan Timur,440.921,5.225
7/5/2021,Kalimantan Timur,447.528,6.607
7/6/2021,Kalimantan Timur,451.377,3.849
7/7/2021,Kalimantan Timur,455.095,3.718
7/8/2021,Kalimantan Timur,459.526,4.431
7/9/2021,Kalimantan Timur,461.306,1.78
7/10/2021,Kalimantan Timur,464.029,2.723
7/11/2021,Kalimantan Timur,464.381,0.352
7/12/2021,Kalimantan Timur,469.928,5.547
7/13/2021,Kalimantan Timur,473.707,3.779
7/14/2021,Kalimantan Timur,481.135,7.428
7/15/2021,Kalimantan Timur,485.886,4.751
7/16/2021,Kalimantan Timur,489.261,3.375
7/17/2021,Kalimantan Timur,494.751,5.49
7/18/2021,Kalimantan Timur,501.61,6.859
7/19/2021,Kalimantan Timur,507.845,6.235
7/20/2021,Kalimantan Timur,508.662,0.817
7/21/2021,Kalimantan Timur,511.224,2.562
7/22/2021,Kalimantan Timur,519.184,7.96
7/23/2021,Kalimantan Timur,524.45,5.266
7/24/2021,Kalimantan Timur,529.374,4.924
7/25/2021,Kalimantan Timur,533.909,4.535
7/26/2021,Kalimantan Timur,538.53,4.621
7/27/2021,Kalimantan Timur,544.336,5.806
7/28/2021,Kalimantan Timur,548.795,4.459
7/29/2021,Kalimantan Timur,553.469,4.674
7/30/2021,Kalimantan Timur,557.476,4.007
7/31/2021,Kalimantan Timur,561.408,3.932
8/1/2021,Kalimantan Timur,564.728,3.32
8/2/2021,Kalimantan Timur,569.75,5.022
8/3/2021,Kalimantan Timur,573.542,3.792
8/4/2021,Kalimantan Timur,577.673,4.131
8/5/2021,Kalimantan Timur,581.716,4.043
8/6/2021,Kalimantan Timur,587.788,6.072
8/7/2021,Kalimantan Timur,594.572,6.784
8/8/2021,Kalimantan Timur,598.178,3.606
8/9/2021,Kalimantan Timur,605.859,7.681
8/10/2021,Kalimantan Timur,612.58,6.721
8/11/2021,Kalimantan Timur,615.599,3.019
8/12/2021,Kalimantan Timur,624.863,9.264
8/13/2021,Kalimantan Timur,629.844,4.981
8/14/2021,Kalimantan Timur,639.435,9.591
8/15/2021,Kalimantan Timur,643.405,3.97
8/16/2021,Kalimantan Timur,648.613,5.208
8/17/2021,Kalimantan Timur,653.294,4.681
8/18/2021,Kalimantan Timur,660.618,7.324
8/19/2021,Kalimantan Timur,673.313,12.695
8/20/2021,Kalimantan Timur,679.712,6.399
8/21/2021,Kalimantan Timur,687.966,8.254
8/22/2021,Kalimantan Timur,691.856,3.89
8/23/2021,Kalimantan Timur,697.818,5.962
8/24/2021,Kalimantan Timur,715.168,17.35
8/25/2021,Kalimantan Timur,725.53,10.362
8/26/2021,Kalimantan Timur,742.718,17.188
8/27/2021,Kalimantan Timur,753.627,10.909
8/28/2021,Kalimantan Timur,769.025,15.398
8/29/2021,Kalimantan Timur,771.782,2.757
8/30/2021,Kalimantan Timur,786.357,14.575
8/31/2021,Kalimantan Timur,808.133,21.776
9/1/2021,Kalimantan Timur,822.743,14.61
9/2/2021,Kalimantan Timur,837.773,15.03
9/3/2021,Kalimantan Timur,843.62,5.847
9/4/2021,Kalimantan Timur,854.69,11.07
9/5/2021,Kalimantan Timur,857.239,2.549
9/6/2021,Kalimantan Timur,867.059,9.82
9/7/2021,Kalimantan Timur,880.278,13.219
9/8/2021,Kalimantan Timur,891.412,11.134
9/9/2021,Kalimantan Timur,913.674,22.262
9/10/2021,Kalimantan Timur,935.072,21.398
9/11/2021,Kalimantan Timur,956.323,21.251
9/12/2021,Kalimantan Timur,962.849,6.526
9/13/2021,Kalimantan Timur,979.905,17.056
9/14/2021,Kalimantan Timur,1000.286,20.381
9/15/2021,Kalimantan Timur,1022.404,22.118
9/16/2021,Kalimantan Timur,1048.15,25.746
9/17/2021,Kalimantan Timur,1065.665,17.515
9/18/2021,Kalimantan Timur,1081.954,16.289
9/19/2021,Kalimantan Timur,1088.604,6.65
9/20/2021,Kalimantan Timur,1106.394,17.79
9/21/2021,Kalimantan Timur,1126.835,20.441
9/22/2021,Kalimantan Timur,1157.324,30.489
9/23/2021,Kalimantan Timur,1185.394,28.07
9/24/2021,Kalimantan Timur,1198.894,13.5
9/25/2021,Kalimantan Timur,1221.4,22.506
9/26/2021,Kalimantan Timur,1228.587,7.187
9/27/2021,Kalimantan Timur,1249.336,20.749
9/28/2021,Kalimantan Timur,1260.879,11.543
9/29/2021,Kalimantan Timur,1276.998,16.119
9/30/2021,Kalimantan Timur,1290.383,13.385
10/1/2021,Kalimantan Timur,1301.979,11.596
10/2/2021,Kalimantan Timur,1314.693,12.714
10/3/2021,Kalimantan Timur,1319.948,5.255
10/4/2021,Kalimantan Timur,1330.461,10.513
10/5/2021,Kalimantan Timur,1345.175,14.714
10/6/2021,Kalimantan Timur,1363.273,18.098
10/7/2021,Kalimantan Timur,1384.476,21.203
10/8/2021,Kalimantan Timur,1398.301,13.825
10/9/2021,Kalimantan Timur,1416.473,18.172
10/10/2021,Kalimantan Timur,1420.635,4.162
10/11/2021,Kalimantan Timur,1437.048,16.413
10/12/2021,Kalimantan Timur,1456.802,19.754
10/13/2021,Kalimantan Timur,1479.306,22.504
10/14/2021,Kalimantan Timur,1495.63,16.324
10/15/2021,Kalimantan Timur,1507.308,11.678
10/16/2021,Kalimantan Timur,1530.807,23.499
10/17/2021,Kalimantan Timur,1533.53,2.723
10/18/2021,Kalimantan Timur,1546.941,13.411
10/19/2021,Kalimantan Timur,1565.041,18.1
10/20/2021,Kalimantan Timur,1567.856,2.815
10/21/2021,Kalimantan Timur,1584.689,16.833
10/22/2021,Kalimantan Timur,1594.405,9.716
10/23/2021,Kalimantan Timur,1612.274,17.869
10/24/2021,Kalimantan Timur,1614.271,1.997
10/25/2021,Kalimantan Timur,1630.38,16.109
10/26/2021,Kalimantan Timur,1657.656,27.276
10/27/2021,Kalimantan Timur,1675.7,18.044
10/28/2021,Kalimantan Timur,1688.827,13.127
10/29/2021,Kalimantan Timur,1698.56,9.733
10/30/2021,Kalimantan Timur,1718.266,19.706
10/31/2021,Kalimantan Timur,1726.794,8.528
11/1/2021,Kalimantan Timur,1741.301,14.507
11/2/2021,Kalimantan Timur,1756.207,14.906
11/3/2021,Kalimantan Timur,1770.529,14.322
11/4/2021,Kalimantan Timur,1786.82,16.291
11/5/2021,Kalimantan Timur,1797.47,10.65
11/6/2021,Kalimantan Timur,1819.105,21.635
11/7/2021,Kalimantan Timur,1823.822,4.717
11/8/2021,Kalimantan Timur,1836.485,12.663
11/9/2021,Kalimantan Timur,1852.488,16.003
11/10/2021,Kalimantan Timur,1870.762,18.274
11/11/2021,Kalimantan Timur,1890.452,19.69
11/12/2021,Kalimantan Timur,1905.003,14.551
11/13/2021,Kalimantan Timur,1920.093,15.09
11/14/2021,Kalimantan Timur,1925.023,4.93
11/15/2021,Kalimantan Timur,1937.513,12.49
11/16/2021,Kalimantan Timur,1949.293,11.78
11/17/2021,Kalimantan Timur,1965.545,16.252
11/18/2021,Kalimantan Timur,1976.283,10.738
11/19/2021,Kalimantan Timur,1982.589,6.306
11/20/2021,Kalimantan Timur,1996.586,13.997
11/21/2021,Kalimantan Timur,2003.88,7.294
11/22/2021,Kalimantan Timur,2013.005,9.125
11/23/2021,Kalimantan Timur,2026.809,13.804
11/24/2021,Kalimantan Timur,2039.217,12.408
11/25/2021,Kalimantan Timur,2052.04,12.823
11/26/2021,Kalimantan Timur,2061.808,9.768
11/27/2021,Kalimantan Timur,2080.465,18.657
11/28/2021,Kalimantan Timur,2086.234,5.769
11/29/2021,Kalimantan Timur,2096.551,10.317
11/30/2021,Kalimantan Timur,2112.536,15.985
12/1/2021,Kalimantan Timur,2119.112,6.576
12/2/2021,Kalimantan Timur,2126.963,7.851
12/3/2021,Kalimantan Timur,2132.161,5.198
12/4/2021,Kalimantan Timur,2140.877,8.716
12/5/2021,Kalimantan Timur,2143.249,2.372
12/6/2021,Kalimantan Timur,2151.742,8.493
12/7/2021,Kalimantan Timur,2158.855,7.113
12/8/2021,Kalimantan Timur,2168.26,9.405
12/9/2021,Kalimantan Timur,2175.195,6.935
12/10/2021,Kalimantan Timur,2180.09,4.895
12/11/2021,Kalimantan Timur,2187.729,7.639
12/12/2021,Kalimantan Timur,2189.847,2.118
12/13/2021,Kalimantan Timur,2193.252,3.405
1/13/2021,Kalimantan Tengah,0,0
1/14/2021,Kalimantan Tengah,0.185,0.185
1/15/2021,Kalimantan Tengah,0.314,0.129
1/16/2021,Kalimantan Tengah,0.37,0.056
1/18/2021,Kalimantan Tengah,0.62,0.25
1/19/2021,Kalimantan Tengah,0.788,0.168
1/20/2021,Kalimantan Tengah,1.111,0.323
1/21/2021,Kalimantan Tengah,1.419,0.308
1/22/2021,Kalimantan Tengah,1.518,0.099
